Episode,Total Reward,Steps Taken,state,Path,Final_position,Epsilon,Done
89,-1,20,"(2, 2)","(0, 0);(1, 0);(0, 0);(1, 0);(2, 0);(1, 0);(0, 0);(0, 0);(1, 0);(2, 0);(2, 1);(2, 2);(3, 2);(2, 2);(2, 1);(1, 1);(1, 2);(0, 2);(1, 2);(2, 2)","(2, 1)",0.6401093727576664,False
90,-1,20,"(3, 2)","(0, 1);(1, 1);(1, 2);(2, 2);(2, 3);(3, 3);(3, 4);(3, 5);(4, 5);(4, 5);(4, 5);(4, 4);(4, 5);(4, 5);(4, 4);(4, 3);(3, 3);(2, 3);(3, 3);(3, 2)","(3, 3)",0.6369088258938781,False
91,0,20,"(3, 5)","(0, 0);(0, 0);(0, 1);(0, 2);(0, 3);(0, 3);(1, 3);(1, 4);(0, 4);(0, 5);(1, 5);(1, 5);(1, 5);(2, 5);(2, 5);(3, 5);(2, 5);(3, 5);(2, 5);(3, 5)","(4, 5)",0.6337242817644086,False
92,0,20,"(4, 2)","(0, 0);(1, 0);(2, 0);(1, 0);(0, 0);(0, 0);(0, 1);(0, 2);(1, 2);(2, 2);(3, 2);(2, 2);(1, 2);(2, 2);(2, 1);(2, 2);(3, 2);(3, 3);(4, 3);(4, 2)","(3, 2)",0.6305556603555866,False
93,0,20,"(3, 3)","(0, 0);(0, 0);(0, 1);(0, 2);(0, 1);(0, 2);(0, 1);(0, 1);(0, 0);(0, 1);(0, 2);(0, 2);(1, 2);(2, 2);(1, 2);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3)","(2, 3)",0.6274028820538087,False
94,5,20,"(4, 5)","(0, 0);(0, 0);(0, 1);(0, 0);(0, 1);(0, 2);(0, 2);(1, 2);(2, 2);(3, 2);(3, 3);(3, 4);(3, 3);(4, 3);(5, 3);(4, 3);(4, 4);(4, 5);(5, 5);(4, 5)","(3, 5)",0.6242658676435396,False
95,15,20,"(5, 5)","(1, 0);(2, 0);(2, 0);(2, 1);(2, 0);(2, 1);(3, 1);(2, 1);(2, 2);(2, 3);(3, 3);(2, 3);(3, 3);(3, 4);(3, 5);(3, 5);(4, 5);(5, 5);(5, 5);(5, 5)","(5, 5)",0.6211445383053219,True
96,9,20,"(5, 5)","(1, 0);(1, 1);(0, 1);(0, 1);(0, 2);(0, 1);(0, 2);(1, 2);(0, 2);(1, 2);(2, 2);(2, 3);(2, 4);(1, 4);(2, 4);(3, 4);(4, 4);(5, 4);(5, 5);(5, 5)","(5, 5)",0.6180388156137953,True
97,0,20,"(3, 5)","(1, 0);(2, 0);(1, 0);(0, 0);(0, 1);(0, 1);(0, 1);(0, 0);(0, 1);(0, 2);(0, 1);(0, 2);(1, 2);(1, 3);(1, 2);(2, 2);(2, 3);(2, 4);(2, 5);(3, 5)","(2, 5)",0.6149486215357263,False
98,35,20,"(4, 5)","(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(3, 4);(4, 4);(4, 5);(4, 5);(5, 5);(5, 5);(5, 5);(5, 5);(5, 5);(5, 5);(5, 5);(4, 5)","(4, 4)",0.6118738784280476,False
99,54,20,"(5, 5)","(0, 1);(1, 1);(1, 2);(2, 2);(3, 2);(3, 3);(4, 3);(4, 4);(4, 5);(5, 5);(5, 5);(5, 5);(5, 5);(5, 5);(5, 5);(5, 5);(5, 5);(5, 5);(5, 5);(5, 5)","(5, 5)",0.6088145090359074,True
100,0,20,"(5, 4)","(0, 1);(0, 2);(0, 2);(0, 3);(0, 4);(0, 3);(1, 3);(1, 2);(0, 2);(0, 3);(1, 3);(1, 2);(2, 2);(3, 2);(3, 3);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4)","(5, 3)",0.6057704364907278,False
101,15,20,"(5, 5)","(0, 0);(0, 0);(0, 0);(1, 0);(2, 0);(2, 1);(2, 2);(3, 2);(4, 2);(5, 2);(5, 3);(5, 4);(5, 3);(5, 4);(4, 4);(4, 5);(5, 5);(5, 5);(5, 4);(5, 5)","(5, 5)",0.6027415843082742,True
102,-1,20,"(3, 1)","(1, 0);(2, 0);(1, 0);(2, 0);(3, 0);(3, 1);(2, 1);(2, 0);(2, 1);(1, 1);(0, 1);(0, 0);(0, 0);(0, 0);(1, 0);(2, 0);(2, 1);(2, 2);(3, 2);(3, 1)","(3, 2)",0.5997278763867329,False
103,-2,20,"(3, 5)","(0, 1);(0, 2);(0, 3);(0, 2);(0, 1);(0, 2);(1, 2);(2, 2);(1, 2);(1, 1);(2, 1);(1, 1);(1, 2);(2, 2);(3, 2);(4, 2);(4, 3);(3, 3);(3, 4);(3, 5)","(4, 5)",0.5967292370047992,False
104,25,20,"(5, 5)","(1, 0);(0, 0);(0, 0);(1, 0);(1, 0);(2, 0);(2, 1);(2, 2);(3, 2);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5);(5, 4);(5, 5);(5, 5);(5, 4);(5, 5);(5, 5)","(5, 5)",0.5937455908197752,True
105,5,20,"(5, 4)","(1, 0);(2, 0);(2, 1);(2, 2);(2, 3);(1, 3);(0, 3);(0, 4);(0, 3);(0, 3);(0, 2);(0, 3);(1, 3);(1, 4);(2, 4);(3, 4);(4, 4);(5, 4);(5, 5);(5, 4)","(5, 3)",0.5907768628656763,False
106,9,20,"(5, 5)","(1, 0);(1, 1);(1, 0);(2, 0);(2, 1);(2, 2);(2, 3);(3, 3);(4, 3);(4, 2);(4, 1);(4, 2);(4, 3);(4, 4);(5, 4);(5, 4);(5, 3);(5, 4);(5, 5);(5, 5)","(5, 4)",0.5878229785513479,True
107,0,20,"(4, 4)","(0, 1);(0, 2);(0, 1);(0, 2);(0, 3);(0, 3);(0, 4);(0, 3);(0, 3);(1, 3);(2, 3);(3, 3);(2, 3);(3, 3);(4, 3);(4, 4);(4, 3);(4, 4);(4, 3);(4, 4)","(4, 5)",0.5848838636585911,False
108,0,20,"(4, 5)","(0, 0);(1, 0);(2, 0);(2, 1);(2, 2);(3, 2);(3, 1);(3, 2);(3, 3);(4, 3);(4, 4);(4, 3);(3, 3);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(4, 4);(4, 5)","(3, 5)",0.5819594443402982,False
109,-1,20,"(2, 4)","(0, 0);(1, 0);(2, 0);(2, 0);(2, 1);(1, 1);(1, 2);(1, 3);(0, 3);(0, 3);(1, 3);(1, 4);(0, 4);(0, 5);(1, 5);(2, 5);(2, 5);(2, 4);(3, 4);(2, 4)","(3, 4)",0.5790496471185967,False
110,0,20,"(4, 4)","(0, 0);(0, 1);(0, 2);(0, 1);(0, 2);(1, 2);(0, 2);(0, 3);(0, 4);(0, 5);(1, 5);(2, 5);(1, 5);(2, 5);(1, 5);(2, 5);(2, 5);(3, 5);(4, 5);(4, 4)","(3, 4)",0.5761543988830038,False
111,15,20,"(4, 5)","(0, 1);(0, 2);(0, 2);(0, 3);(0, 4);(1, 4);(1, 5);(0, 5);(0, 5);(1, 5);(2, 5);(3, 5);(3, 5);(4, 5);(3, 5);(4, 5);(5, 5);(5, 5);(5, 5);(4, 5)","(4, 4)",0.5732736268885887,False
112,0,20,"(3, 3)","(1, 0);(2, 0);(2, 0);(2, 0);(2, 1);(2, 0);(2, 1);(3, 1);(3, 2);(3, 1);(3, 0);(3, 1);(4, 1);(4, 2);(4, 3);(4, 2);(3, 2);(3, 3);(2, 3);(3, 3)","(3, 2)",0.5704072587541458,False
113,0,20,"(4, 5)","(0, 1);(0, 2);(1, 2);(1, 3);(1, 4);(1, 3);(0, 3);(0, 2);(1, 2);(2, 2);(2, 3);(1, 3);(1, 4);(1, 5);(0, 5);(1, 5);(2, 5);(2, 5);(3, 5);(4, 5)","(4, 4)",0.567555222460375,False
114,0,20,"(2, 3)","(1, 0);(1, 0);(2, 0);(2, 1);(2, 2);(3, 2);(3, 3);(4, 3);(4, 2);(4, 1);(4, 0);(4, 1);(3, 1);(3, 2);(3, 1);(2, 1);(2, 2);(3, 2);(3, 3);(2, 3)","(3, 3)",0.5647174463480732,False
115,-1,20,"(5, 3)","(0, 1);(0, 2);(1, 2);(2, 2);(2, 1);(1, 1);(1, 0);(2, 0);(2, 1);(2, 2);(2, 3);(3, 3);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 3);(5, 2);(5, 3)","(5, 4)",0.5618938591163328,False
116,0,20,"(3, 3)","(1, 0);(2, 0);(2, 1);(2, 2);(2, 3);(2, 4);(3, 4);(4, 4);(3, 4);(2, 4);(1, 4);(2, 4);(3, 4);(4, 4);(4, 3);(3, 3);(3, 2);(3, 3);(3, 4);(3, 3)","(3, 4)",0.5590843898207511,False
