Episode,Total Reward,Steps Taken,state,Path,Final_position,Epsilon,Done
11,-1,20,"(1, 0)","(0, 1);(0, 2);(0, 1);(0, 0);(0, 0);(0, 0);(0, 0);(0, 1);(0, 1);(1, 1);(1, 0);(1, 0);(0, 0);(0, 1);(0, 0);(0, 0);(0, 0);(1, 0);(1, 0);(1, 0)","(0, 0)",0.946354579813443,False
12,-1,20,"(3, 3)","(1, 0);(0, 0);(1, 0);(1, 1);(2, 1);(2, 2);(1, 2);(2, 2);(2, 3);(1, 3);(1, 2);(1, 3);(0, 3);(1, 3);(2, 3);(2, 2);(3, 2);(4, 2);(3, 2);(3, 3)","(3, 4)",0.9416228069143757,False
13,-1,20,"(2, 2)","(0, 0);(0, 0);(0, 1);(0, 2);(0, 1);(0, 1);(0, 1);(1, 1);(1, 2);(0, 2);(0, 1);(0, 0);(0, 0);(0, 1);(0, 1);(0, 2);(0, 1);(0, 2);(1, 2);(2, 2)","(3, 2)",0.9369146928798039,False
14,0,20,"(0, 1)","(0, 1);(0, 0);(0, 0);(0, 0);(1, 0);(1, 0);(0, 0);(1, 0);(2, 0);(2, 0);(2, 1);(2, 2);(1, 2);(0, 2);(0, 1);(0, 2);(0, 2);(0, 2);(0, 1);(0, 1)","(0, 0)",0.9322301194154049,False
15,-4,20,"(1, 2)","(0, 1);(1, 1);(1, 0);(1, 0);(0, 0);(0, 0);(1, 0);(1, 1);(1, 2);(0, 2);(0, 3);(0, 2);(0, 1);(0, 1);(1, 1);(1, 0);(2, 0);(2, 1);(1, 1);(1, 2)","(2, 2)",0.9275689688183278,False
16,-1,20,"(2, 2)","(1, 0);(1, 1);(2, 1);(2, 2);(2, 3);(3, 3);(3, 2);(3, 1);(4, 1);(3, 1);(3, 2);(3, 3);(3, 2);(2, 2);(3, 2);(3, 1);(3, 0);(2, 0);(2, 1);(2, 2)","(1, 2)",0.9229311239742362,False
17,0,20,"(1, 0)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(4, 0);(3, 0);(4, 0);(4, 0);(4, 1);(3, 1);(3, 0);(2, 0);(2, 1);(3, 1);(3, 0);(2, 0);(2, 1);(2, 0);(1, 0)","(0, 0)",0.918316468354365,False
18,0,20,"(5, 1)","(1, 0);(1, 0);(0, 0);(0, 0);(0, 1);(0, 2);(0, 1);(0, 1);(0, 1);(0, 2);(1, 2);(2, 2);(3, 2);(4, 2);(5, 2);(4, 2);(3, 2);(4, 2);(4, 1);(5, 1)","(5, 2)",0.9137248860125932,False
19,0,20,"(3, 4)","(0, 1);(0, 2);(1, 2);(0, 2);(1, 2);(0, 2);(0, 3);(1, 3);(0, 3);(1, 3);(1, 4);(0, 4);(0, 3);(0, 3);(1, 3);(0, 3);(0, 4);(1, 4);(2, 4);(3, 4)","(3, 5)",0.9091562615825302,False
20,-1,20,"(3, 3)","(1, 0);(1, 1);(2, 1);(2, 2);(3, 2);(4, 2);(5, 2);(5, 3);(4, 3);(4, 4);(3, 4);(3, 5);(3, 5);(3, 5);(2, 5);(3, 5);(4, 5);(4, 4);(3, 4);(3, 3)","(4, 3)",0.9046104802746175,False
21,-1,20,"(0, 2)","(0, 0);(1, 0);(0, 0);(0, 1);(0, 1);(0, 2);(0, 2);(0, 3);(0, 3);(0, 2);(0, 1);(1, 1);(0, 1);(0, 0);(0, 0);(1, 0);(0, 0);(0, 0);(0, 1);(0, 2)","(1, 2)",0.9000874278732445,False
22,-2,20,"(3, 4)","(0, 1);(0, 1);(0, 1);(0, 1);(1, 1);(0, 1);(1, 1);(2, 1);(3, 1);(2, 1);(2, 0);(3, 0);(4, 0);(3, 0);(3, 1);(2, 1);(2, 2);(2, 3);(3, 3);(3, 4)","(3, 3)",0.8955869907338783,False
23,-1,20,"(5, 1)","(1, 0);(2, 0);(2, 1);(1, 1);(1, 0);(2, 0);(3, 0);(3, 0);(4, 0);(4, 1);(4, 0);(4, 0);(4, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 1);(5, 2);(5, 1)","(4, 1)",0.8911090557802088,False
24,-1,20,"(2, 2)","(1, 0);(0, 0);(1, 0);(0, 0);(0, 0);(1, 0);(2, 0);(3, 0);(2, 0);(2, 0);(1, 0);(0, 0);(0, 1);(0, 0);(0, 0);(0, 0);(0, 1);(1, 1);(2, 1);(2, 2)","(2, 1)",0.8866535105013078,False
25,-2,20,"(3, 2)","(0, 0);(0, 0);(0, 1);(0, 2);(0, 1);(0, 2);(0, 1);(0, 0);(1, 0);(1, 1);(1, 0);(2, 0);(2, 1);(1, 1);(1, 2);(0, 2);(0, 2);(1, 2);(2, 2);(3, 2)","(3, 1)",0.8822202429488013,False
26,0,20,"(5, 4)","(0, 1);(0, 0);(0, 0);(0, 0);(1, 0);(0, 0);(0, 1);(0, 0);(0, 1);(0, 2);(0, 3);(0, 3);(0, 4);(1, 4);(1, 5);(2, 5);(2, 4);(3, 4);(4, 4);(5, 4)","(5, 5)",0.8778091417340573,False
27,-3,20,"(1, 3)","(0, 0);(0, 0);(1, 0);(0, 0);(0, 1);(1, 1);(1, 0);(2, 0);(1, 0);(2, 0);(2, 1);(2, 2);(3, 2);(3, 1);(2, 1);(1, 1);(1, 2);(1, 1);(1, 2);(1, 3)","(1, 4)",0.8734200960253871,False
28,-1,20,"(3, 4)","(0, 1);(0, 0);(0, 0);(0, 0);(0, 0);(0, 1);(0, 2);(0, 1);(0, 2);(1, 2);(1, 1);(1, 2);(0, 2);(0, 3);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4)","(3, 5)",0.8690529955452602,False
29,-1,20,"(3, 1)","(0, 0);(0, 0);(0, 0);(0, 0);(1, 0);(1, 0);(1, 0);(1, 0);(0, 0);(0, 1);(0, 0);(0, 1);(0, 1);(1, 1);(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(3, 1)","(3, 0)",0.8647077305675338,False
30,-1,20,"(4, 3)","(0, 0);(0, 1);(0, 2);(0, 1);(0, 2);(0, 1);(1, 1);(2, 1);(3, 1);(4, 1);(3, 1);(4, 1);(4, 2);(3, 2);(3, 3);(4, 3);(5, 3);(5, 2);(4, 2);(4, 3)","(3, 3)",0.8603841919146962,False
31,-2,20,"(4, 1)","(0, 1);(0, 1);(0, 2);(0, 1);(1, 1);(0, 1);(0, 0);(0, 1);(1, 1);(1, 2);(2, 2);(2, 3);(3, 3);(3, 2);(4, 2);(5, 2);(5, 2);(5, 2);(5, 1);(4, 1)","(5, 1)",0.8560822709551227,False
32,0,20,"(0, 5)","(0, 0);(0, 0);(0, 0);(1, 0);(0, 0);(0, 0);(0, 0);(0, 1);(0, 2);(0, 3);(0, 3);(0, 4);(0, 5);(0, 5);(0, 5);(0, 5);(1, 5);(0, 5);(0, 5);(0, 5)","(0, 5)",0.851801859600347,False
33,0,20,"(0, 3)","(0, 0);(0, 0);(1, 0);(1, 0);(2, 0);(2, 0);(2, 1);(2, 2);(2, 3);(2, 4);(1, 4);(0, 4);(0, 4);(0, 3);(0, 4);(0, 3);(0, 4);(0, 3);(1, 3);(0, 3)","(0, 4)",0.8475428503023453,False
34,0,20,"(0, 0)","(0, 1);(0, 1);(0, 0);(0, 1);(0, 0);(0, 0);(0, 0);(0, 1);(0, 0);(0, 0);(1, 0);(1, 0);(1, 0);(0, 0);(0, 0);(1, 0);(0, 0);(0, 1);(0, 1);(0, 0)","(0, 1)",0.8433051360508336,False
35,-1,20,"(3, 0)","(1, 0);(1, 1);(2, 1);(3, 1);(3, 0);(3, 0);(3, 0);(4, 0);(3, 0);(4, 0);(5, 0);(5, 0);(5, 0);(4, 0);(4, 1);(4, 0);(3, 0);(4, 0);(4, 0);(3, 0)","(2, 0)",0.8390886103705794,False
36,-1,20,"(3, 0)","(0, 1);(0, 2);(0, 3);(0, 3);(0, 3);(0, 3);(0, 2);(0, 3);(0, 2);(0, 3);(0, 3);(0, 2);(0, 2);(0, 3);(1, 3);(1, 2);(1, 1);(2, 1);(3, 1);(3, 0)","(2, 0)",0.8348931673187264,False
37,-1,20,"(1, 5)","(0, 0);(0, 0);(1, 0);(1, 1);(1, 2);(2, 2);(2, 3);(1, 3);(1, 4);(1, 5);(1, 5);(1, 5);(1, 5);(0, 5);(0, 5);(0, 5);(0, 4);(0, 4);(0, 5);(1, 5)","(1, 5)",0.8307187014821328,False
38,0,20,"(3, 2)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 0);(5, 1);(5, 0);(4, 0);(4, 0);(4, 0);(4, 1);(5, 1);(5, 2);(5, 1);(5, 2);(4, 2);(3, 2);(4, 2);(3, 2)","(2, 2)",0.8265651079747222,False
39,-3,20,"(0, 1)","(1, 0);(1, 0);(2, 0);(1, 0);(2, 0);(2, 1);(2, 2);(2, 1);(2, 2);(2, 1);(1, 1);(2, 1);(1, 1);(1, 2);(1, 1);(1, 0);(0, 0);(0, 0);(0, 0);(0, 1)","(0, 2)",0.8224322824348486,False
40,-1,20,"(3, 0)","(1, 0);(0, 0);(1, 0);(1, 1);(1, 0);(1, 0);(1, 0);(2, 0);(2, 1);(2, 0);(1, 0);(2, 0);(2, 0);(3, 0);(3, 0);(4, 0);(4, 0);(4, 0);(4, 0);(3, 0)","(3, 0)",0.8183201210226743,False
41,-3,20,"(3, 1)","(0, 1);(1, 1);(1, 0);(2, 0);(2, 0);(2, 1);(2, 2);(1, 2);(1, 1);(0, 1);(0, 2);(0, 3);(0, 3);(0, 4);(0, 3);(1, 3);(1, 2);(1, 1);(2, 1);(3, 1)","(3, 2)",0.8142285204175609,False
42,-1,20,"(2, 0)","(0, 0);(0, 0);(0, 0);(0, 0);(0, 0);(0, 0);(1, 0);(0, 0);(0, 0);(1, 0);(1, 1);(2, 1);(2, 0);(3, 0);(2, 0);(3, 0);(2, 0);(3, 0);(3, 0);(2, 0)","(2, 0)",0.810157377815473,False
43,0,20,"(4, 0)","(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(4, 0);(4, 0);(4, 1);(4, 2);(5, 2);(5, 1);(5, 0);(5, 0);(5, 0);(5, 0);(5, 1);(5, 1);(4, 1);(4, 0)","(5, 0)",0.8061065909263957,False
44,-2,20,"(0, 4)","(0, 0);(1, 0);(0, 0);(0, 0);(1, 0);(0, 0);(0, 1);(1, 1);(1, 0);(2, 0);(1, 0);(1, 1);(1, 2);(1, 3);(1, 4);(1, 5);(0, 5);(0, 5);(0, 4);(0, 4)","(0, 4)",0.8020760579717637,False
45,0,20,"(3, 4)","(0, 0);(1, 0);(2, 0);(1, 0);(0, 0);(1, 0);(2, 0);(2, 1);(2, 2);(3, 2);(3, 3);(3, 2);(4, 2);(3, 2);(3, 3);(2, 3);(2, 4);(3, 4);(3, 5);(3, 4)","(3, 3)",0.798065677681905,False
46,0,20,"(5, 1)","(0, 0);(1, 0);(1, 0);(1, 0);(1, 0);(2, 0);(2, 1);(3, 1);(4, 1);(5, 1);(5, 0);(4, 0);(5, 0);(5, 0);(5, 0);(5, 0);(5, 0);(5, 1);(5, 2);(5, 1)","(5, 0)",0.7940753492934954,False
47,-2,20,"(4, 0)","(0, 0);(0, 0);(1, 0);(2, 0);(2, 1);(1, 1);(1, 2);(0, 2);(0, 3);(0, 3);(0, 2);(0, 1);(1, 1);(1, 0);(1, 0);(2, 0);(3, 0);(3, 1);(3, 0);(4, 0)","(3, 0)",0.7901049725470279,False
48,-1,20,"(5, 1)","(0, 0);(0, 0);(0, 0);(1, 0);(2, 0);(2, 1);(1, 1);(1, 0);(2, 0);(3, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 0);(5, 1);(4, 1);(4, 0);(5, 0);(5, 1)","(4, 1)",0.7861544476842928,False
49,5,20,"(5, 5)","(1, 0);(0, 0);(0, 1);(0, 2);(0, 3);(0, 4);(0, 3);(0, 3);(0, 3);(0, 4);(1, 4);(1, 5);(1, 4);(1, 3);(1, 4);(2, 4);(3, 4);(3, 5);(4, 5);(5, 5)","(5, 4)",0.7822236754458713,True
50,0,20,"(3, 0)","(1, 0);(2, 0);(3, 0);(2, 0);(3, 0);(4, 0);(5, 0);(4, 0);(5, 0);(5, 0);(4, 0);(5, 0);(5, 1);(5, 0);(5, 0);(5, 1);(5, 0);(5, 0);(4, 0);(3, 0)","(4, 0)",0.778312557068642,False
51,0,20,"(4, 5)","(1, 0);(2, 0);(2, 0);(2, 1);(2, 2);(2, 3);(2, 4);(2, 3);(2, 4);(2, 5);(1, 5);(2, 5);(2, 4);(3, 4);(2, 4);(2, 5);(3, 5);(3, 5);(3, 5);(4, 5)","(4, 5)",0.7744209942832988,False
52,0,20,"(5, 1)","(0, 0);(1, 0);(1, 0);(1, 0);(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(4, 0);(4, 1);(4, 0);(4, 0);(5, 0);(4, 0);(5, 0);(5, 1);(5, 1);(5, 2);(5, 1)","(4, 1)",0.7705488893118823,False
53,0,20,"(4, 0)","(0, 0);(0, 0);(1, 0);(2, 0);(2, 1);(2, 0);(3, 0);(3, 1);(4, 1);(3, 1);(4, 1);(4, 2);(5, 2);(5, 1);(5, 0);(5, 1);(5, 0);(5, 0);(4, 0);(4, 0)","(5, 0)",0.7666961448653229,False
54,-1,20,"(0, 4)","(0, 0);(1, 0);(1, 1);(0, 1);(0, 0);(1, 0);(0, 0);(1, 0);(2, 0);(2, 0);(2, 1);(2, 2);(2, 3);(1, 3);(1, 4);(1, 5);(0, 5);(1, 5);(1, 4);(0, 4)","(1, 4)",0.7628626641409962,False
55,0,20,"(4, 2)","(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(4, 2);(4, 1);(5, 1);(5, 2);(5, 1);(5, 0);(5, 1);(5, 1);(4, 1);(5, 1);(5, 2);(5, 3);(4, 3);(4, 2)","(4, 1)",0.7590483508202912,False
56,-2,20,"(0, 3)","(0, 0);(1, 0);(2, 0);(1, 0);(1, 1);(0, 1);(0, 0);(0, 1);(0, 0);(0, 1);(0, 1);(0, 2);(1, 2);(1, 1);(0, 1);(0, 2);(0, 2);(0, 2);(0, 3);(0, 3)","(0, 3)",0.7552531090661897,False
57,0,20,"(5, 2)","(1, 0);(2, 0);(2, 1);(2, 0);(3, 0);(3, 1);(4, 1);(3, 1);(3, 0);(3, 1);(3, 0);(4, 0);(4, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 0);(5, 1);(5, 2)","(5, 2)",0.7514768435208588,False
58,-3,20,"(5, 1)","(1, 0);(1, 1);(1, 2);(1, 3);(1, 2);(1, 3);(1, 2);(1, 1);(1, 2);(1, 1);(2, 1);(2, 0);(2, 1);(3, 1);(4, 1);(5, 1);(5, 0);(5, 0);(5, 0);(5, 1)","(5, 1)",0.7477194593032545,False
59,10,20,"(5, 5)","(1, 0);(2, 0);(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 0);(5, 0);(5, 0);(5, 1);(5, 2);(4, 2);(4, 3);(5, 3);(4, 3);(4, 4);(4, 5);(5, 5);(5, 5)","(5, 4)",0.7439808620067382,True
60,-1,20,"(4, 0)","(0, 0);(1, 0);(0, 0);(0, 0);(0, 0);(0, 1);(1, 1);(2, 1);(3, 1);(4, 1);(5, 1);(5, 2);(5, 3);(5, 2);(5, 1);(5, 1);(5, 1);(5, 1);(4, 1);(4, 0)","(4, 0)",0.7402609576967045,False
61,0,20,"(4, 2)","(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(3, 1);(3, 0);(4, 0);(5, 0);(5, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 2);(5, 2);(4, 2);(5, 2);(4, 2)","(4, 1)",0.736559652908221,False
62,0,20,"(1, 0)","(0, 1);(0, 1);(0, 2);(1, 2);(0, 2);(0, 3);(0, 3);(0, 2);(0, 2);(0, 3);(0, 4);(0, 3);(0, 2);(0, 2);(0, 2);(0, 1);(0, 0);(0, 1);(0, 0);(1, 0)","(1, 0)",0.7328768546436799,False
63,-1,20,"(5, 0)","(0, 0);(0, 0);(0, 0);(1, 0);(0, 0);(1, 0);(0, 0);(0, 0);(1, 0);(1, 0);(0, 0);(1, 0);(1, 1);(1, 0);(2, 0);(2, 0);(2, 0);(3, 0);(4, 0);(5, 0)","(5, 0)",0.7292124703704616,False
64,0,20,"(4, 2)","(1, 0);(2, 0);(2, 1);(2, 0);(1, 0);(2, 0);(3, 0);(3, 1);(4, 1);(4, 2);(5, 2);(4, 2);(4, 3);(4, 2);(4, 3);(4, 2);(5, 2);(5, 1);(5, 2);(4, 2)","(5, 2)",0.7255664080186093,False
65,19,20,"(5, 4)","(0, 1);(1, 1);(2, 1);(3, 1);(4, 1);(3, 1);(3, 0);(3, 1);(4, 1);(4, 2);(4, 3);(5, 3);(5, 4);(4, 4);(4, 5);(5, 5);(5, 5);(5, 5);(5, 5);(5, 4)","(5, 3)",0.7219385759785162,False
66,0,20,"(0, 5)","(0, 0);(0, 0);(0, 1);(0, 1);(0, 2);(0, 2);(0, 2);(0, 3);(0, 2);(0, 3);(0, 4);(0, 5);(0, 5);(1, 5);(0, 5);(0, 5);(1, 5);(0, 5);(0, 5);(0, 5)","(1, 5)",0.7183288830986236,False
67,-2,20,"(1, 5)","(0, 1);(0, 1);(0, 2);(0, 1);(0, 0);(0, 0);(0, 0);(0, 0);(0, 0);(1, 0);(1, 0);(1, 1);(1, 2);(1, 1);(1, 2);(1, 3);(1, 4);(1, 5);(0, 5);(1, 5)","(2, 5)",0.7147372386831305,False
68,-1,20,"(5, 3)","(0, 1);(0, 0);(0, 0);(1, 0);(2, 0);(2, 0);(1, 0);(1, 1);(2, 1);(2, 2);(2, 3);(3, 3);(4, 3);(4, 4);(3, 4);(4, 4);(4, 3);(5, 3);(5, 3);(5, 3)","(5, 3)",0.7111635524897149,False
69,0,20,"(2, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(1, 4);(1, 3);(1, 2);(1, 3);(0, 3);(0, 2);(0, 3);(0, 4);(1, 4);(1, 5);(1, 5);(2, 5);(2, 5);(1, 5);(2, 5);(2, 5)","(2, 4)",0.7076077347272662,False
70,-2,20,"(1, 4)","(0, 0);(0, 1);(0, 0);(1, 0);(2, 0);(2, 0);(2, 0);(2, 1);(2, 0);(1, 0);(1, 1);(2, 1);(3, 1);(2, 1);(1, 1);(1, 2);(1, 3);(0, 3);(1, 3);(1, 4)","(2, 4)",0.7040696960536299,False
71,0,20,"(4, 1)","(1, 0);(1, 0);(2, 0);(1, 0);(2, 0);(2, 1);(2, 0);(2, 1);(3, 1);(4, 1);(5, 1);(5, 1);(4, 1);(4, 0);(4, 0);(4, 1);(5, 1);(4, 1);(4, 0);(4, 1)","(5, 1)",0.7005493475733617,False
72,18,20,"(5, 5)","(0, 1);(1, 1);(1, 2);(1, 1);(2, 1);(2, 2);(2, 3);(3, 3);(3, 4);(3, 5);(3, 4);(4, 4);(5, 4);(5, 4);(4, 4);(4, 5);(5, 5);(5, 5);(5, 5);(5, 5)","(5, 5)",0.697046600835495,True
73,4,20,"(5, 3)","(0, 1);(1, 1);(1, 2);(2, 2);(1, 2);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5);(4, 5);(4, 4);(5, 4);(5, 4);(5, 3);(5, 3)","(4, 3)",0.6935613678313175,False
74,0,20,"(5, 4)","(0, 0);(0, 0);(0, 1);(0, 2);(0, 2);(0, 3);(0, 4);(0, 5);(1, 5);(1, 4);(1, 5);(1, 4);(2, 4);(3, 4);(4, 4);(5, 4);(5, 3);(5, 2);(5, 3);(5, 4)","(5, 4)",0.6900935609921609,False
75,10,20,"(5, 5)","(1, 0);(2, 0);(3, 0);(2, 0);(3, 0);(3, 1);(2, 1);(2, 2);(2, 3);(2, 4);(3, 4);(3, 5);(3, 4);(2, 4);(3, 4);(3, 5);(4, 5);(4, 5);(5, 5);(5, 5)","(5, 5)",0.6866430931872001,True
76,24,20,"(4, 5)","(0, 1);(1, 1);(1, 2);(1, 3);(1, 4);(2, 4);(3, 4);(4, 4);(3, 4);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5);(5, 5);(5, 5);(5, 5);(5, 4);(5, 5);(4, 5)","(3, 5)",0.6832098777212641,False
77,5,20,"(5, 5)","(0, 0);(0, 1);(0, 0);(0, 1);(0, 1);(0, 0);(0, 1);(0, 2);(0, 3);(0, 3);(0, 4);(1, 4);(2, 4);(2, 5);(3, 5);(3, 5);(3, 5);(3, 5);(4, 5);(5, 5)","(4, 5)",0.6797938283326578,True
78,0,20,"(4, 3)","(0, 0);(1, 0);(2, 0);(3, 0);(3, 0);(2, 0);(3, 0);(3, 0);(4, 0);(4, 1);(4, 2);(4, 3);(5, 3);(5, 4);(5, 3);(5, 3);(5, 3);(4, 3);(4, 4);(4, 3)","(3, 3)",0.6763948591909945,False
79,0,20,"(3, 4)","(0, 0);(0, 0);(0, 0);(0, 1);(0, 2);(0, 3);(0, 4);(0, 5);(0, 5);(1, 5);(0, 5);(0, 5);(0, 5);(0, 4);(0, 5);(0, 5);(1, 5);(2, 5);(2, 4);(3, 4)","(2, 4)",0.6730128848950395,False
80,0,20,"(4, 5)","(0, 1);(0, 1);(0, 2);(0, 3);(0, 4);(0, 5);(0, 5);(0, 5);(0, 4);(1, 4);(1, 5);(0, 5);(0, 5);(0, 5);(1, 5);(1, 5);(1, 5);(2, 5);(3, 5);(4, 5)","(4, 4)",0.6696478204705644,False
81,5,20,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(3, 0);(3, 1);(3, 2);(4, 2);(3, 2);(3, 3);(3, 4);(4, 4);(5, 4);(5, 4);(5, 4);(5, 4);(5, 4);(5, 3);(5, 4);(5, 5)","(5, 5)",0.6662995813682115,True
82,5,20,"(4, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(1, 2);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(4, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 4);(4, 4);(4, 5);(5, 5);(4, 5)","(3, 5)",0.6629680834613705,False
83,0,20,"(4, 4)","(0, 0);(0, 0);(0, 1);(0, 2);(1, 2);(2, 2);(2, 1);(2, 2);(2, 3);(2, 4);(3, 4);(3, 5);(2, 5);(3, 5);(3, 4);(3, 5);(4, 5);(4, 4);(4, 5);(4, 4)","(5, 4)",0.6596532430440636,False
84,20,20,"(5, 5)","(1, 0);(1, 0);(2, 0);(3, 0);(3, 1);(4, 1);(4, 2);(4, 3);(5, 3);(4, 3);(4, 4);(5, 4);(5, 3);(4, 3);(4, 4);(4, 5);(5, 5);(5, 5);(5, 5);(5, 5)","(5, 5)",0.6563549768288433,True
85,-1,20,"(1, 4)","(1, 0);(0, 0);(0, 1);(1, 1);(2, 1);(2, 2);(2, 3);(1, 3);(0, 3);(0, 2);(0, 2);(0, 2);(0, 1);(0, 2);(0, 3);(0, 4);(1, 4);(1, 5);(1, 5);(1, 4)","(0, 4)",0.653073201944699,False
86,5,20,"(5, 5)","(0, 0);(0, 0);(0, 1);(0, 2);(1, 2);(2, 2);(2, 3);(2, 2);(2, 3);(3, 3);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 4);(5, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.6498078359349755,True
87,-2,20,"(3, 3)","(0, 1);(0, 0);(0, 1);(1, 1);(0, 1);(1, 1);(1, 0);(2, 0);(2, 1);(2, 0);(3, 0);(3, 1);(4, 1);(4, 2);(4, 3);(4, 2);(4, 3);(4, 4);(3, 4);(3, 3)","(3, 2)",0.6465587967553006,False
88,0,20,"(1, 5)","(0, 0);(0, 1);(0, 2);(1, 2);(1, 3);(0, 3);(0, 4);(0, 4);(0, 4);(0, 3);(0, 3);(0, 4);(0, 5);(0, 5);(0, 5);(1, 5);(0, 5);(0, 4);(0, 5);(1, 5)","(2, 5)",0.6433260027715241,False
89,0,20,"(4, 4)","(0, 1);(0, 2);(0, 3);(0, 3);(0, 3);(1, 3);(0, 3);(0, 4);(1, 4);(2, 4);(1, 4);(1, 5);(1, 4);(1, 5);(1, 4);(2, 4);(3, 4);(4, 4);(4, 3);(4, 4)","(4, 5)",0.6401093727576664,False
90,30,20,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(1, 4);(0, 4);(1, 4);(2, 4);(3, 4);(4, 4);(3, 4);(4, 4);(4, 5);(4, 5);(5, 5);(5, 5);(5, 5);(5, 5);(5, 5);(5, 5)","(5, 5)",0.6369088258938781,True
