Episode,Total Reward,Steps Taken,state,Path,Final_position,Epsilon,Done
91,0,20,"(5, 0)","(0, 0);(0, 1);(0, 0);(0, 1);(0, 0);(1, 0);(2, 0);(2, 1);(3, 1);(3, 0);(4, 0);(4, 1);(4, 0);(5, 0);(5, 0);(5, 0);(5, 0);(4, 0);(5, 0);(5, 0)","(5, 0)",0.6337242817644086,False
92,-1,20,"(5, 0)","(0, 0);(1, 0);(1, 0);(2, 0);(2, 0);(2, 1);(3, 1);(3, 0);(3, 0);(2, 0);(1, 0);(1, 0);(1, 1);(2, 1);(3, 1);(4, 1);(3, 1);(4, 1);(5, 1);(5, 0)","(5, 0)",0.6305556603555866,False
93,0,20,"(4, 0)","(1, 0);(2, 0);(1, 0);(2, 0);(2, 1);(2, 0);(3, 0);(4, 0);(4, 0);(4, 0);(4, 0);(3, 0);(3, 0);(3, 1);(3, 0);(3, 1);(4, 1);(4, 0);(4, 0);(4, 0)","(5, 0)",0.6274028820538087,False
94,0,20,"(5, 0)","(0, 0);(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(4, 1);(5, 1);(4, 1);(5, 1);(5, 1);(4, 1);(4, 0);(4, 1);(4, 0);(5, 0);(5, 0);(5, 0)","(5, 1)",0.6242658676435396,False
95,0,20,"(1, 0)","(1, 0);(0, 0);(0, 0);(1, 0);(2, 0);(3, 0);(3, 0);(3, 1);(4, 1);(5, 1);(4, 1);(5, 1);(5, 1);(5, 0);(4, 0);(4, 0);(3, 0);(2, 0);(2, 0);(1, 0)","(2, 0)",0.6211445383053219,False
96,0,20,"(4, 1)","(1, 0);(2, 0);(2, 1);(2, 2);(2, 1);(3, 1);(3, 2);(2, 2);(1, 2);(2, 2);(2, 1);(2, 0);(3, 0);(4, 0);(5, 0);(5, 0);(5, 0);(5, 0);(4, 0);(4, 1)","(4, 2)",0.6180388156137953,False
97,5,18,"(5, 5)","(1, 0);(2, 0);(1, 0);(2, 0);(3, 0);(3, 1);(4, 1);(4, 2);(4, 3);(4, 2);(3, 2);(3, 3);(3, 4);(4, 4);(4, 5);(4, 5);(5, 5)","(5, 5)",0.6149486215357263,True
98,0,20,"(4, 1)","(0, 1);(0, 0);(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(4, 0);(3, 0);(3, 1);(4, 1);(3, 1);(4, 1);(4, 2);(4, 3);(5, 3);(5, 2);(5, 2);(4, 2);(4, 1)","(4, 0)",0.6118738784280476,False
99,-1,20,"(4, 0)","(1, 0);(1, 1);(0, 1);(0, 0);(1, 0);(2, 0);(3, 0);(3, 0);(4, 0);(4, 0);(4, 0);(3, 0);(3, 0);(3, 0);(4, 0);(3, 0);(2, 0);(3, 0);(3, 0);(4, 0)","(5, 0)",0.6088145090359074,False
100,0,20,"(5, 1)","(1, 0);(1, 0);(2, 0);(3, 0);(3, 0);(4, 0);(4, 1);(3, 1);(3, 2);(3, 1);(4, 1);(4, 0);(4, 1);(4, 2);(5, 2);(5, 1);(5, 0);(5, 0);(5, 0);(5, 1)","(5, 0)",0.6057704364907278,False
101,-1,20,"(5, 0)","(1, 0);(1, 0);(1, 1);(2, 1);(3, 1);(4, 1);(4, 0);(4, 0);(4, 0);(5, 0);(5, 0);(5, 0);(5, 0);(5, 0);(5, 0);(4, 0);(4, 0);(4, 0);(5, 0);(5, 0)","(5, 0)",0.6027415843082742,False
102,0,20,"(4, 4)","(0, 0);(1, 0);(0, 0);(0, 1);(0, 0);(1, 0);(2, 0);(2, 0);(3, 0);(4, 0);(5, 0);(4, 0);(3, 0);(3, 1);(4, 1);(4, 2);(4, 3);(4, 4);(5, 4);(4, 4)","(4, 3)",0.5997278763867329,False
103,-2,20,"(2, 1)","(1, 0);(2, 0);(2, 0);(3, 0);(2, 0);(1, 0);(1, 0);(0, 0);(0, 0);(0, 1);(0, 2);(1, 2);(2, 2);(2, 1);(2, 0);(1, 0);(1, 1);(2, 1);(1, 1);(2, 1)","(3, 1)",0.5967292370047992,False
104,-1,20,"(4, 0)","(1, 0);(1, 1);(0, 1);(0, 0);(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 0);(5, 0);(5, 0);(4, 0);(4, 0);(4, 0);(5, 0);(5, 0);(5, 0);(4, 0)","(4, 0)",0.5937455908197752,False
105,5,16,"(5, 5)","(1, 0);(2, 0);(2, 0);(2, 1);(2, 2);(3, 2);(2, 2);(2, 1);(2, 2);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 4)",0.5907768628656763,True
106,0,20,"(4, 3)","(1, 0);(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(3, 1);(4, 1);(5, 1);(4, 1);(4, 2);(4, 3);(4, 2);(4, 3);(5, 3);(5, 3);(5, 3);(4, 3);(4, 2);(4, 3)","(4, 4)",0.5878229785513479,False
107,0,20,"(5, 0)","(0, 0);(1, 0);(1, 0);(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 1);(4, 1);(4, 0);(4, 0);(5, 0);(4, 0);(5, 0);(5, 0);(5, 0);(5, 0)","(5, 0)",0.5848838636585911,False
108,0,20,"(4, 0)","(1, 0);(1, 0);(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(4, 0);(4, 0);(4, 0);(5, 0);(4, 0);(3, 0);(4, 0);(5, 0);(5, 0);(4, 0);(4, 0);(4, 0)","(4, 0)",0.5819594443402982,False
109,-1,20,"(5, 4)","(1, 0);(1, 1);(2, 1);(3, 1);(4, 1);(4, 0);(3, 0);(4, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 3);(5, 2);(5, 1);(5, 2);(5, 3);(5, 4);(5, 4)","(4, 4)",0.5790496471185967,False
110,0,20,"(4, 1)","(0, 0);(0, 0);(1, 0);(2, 0);(1, 0);(2, 0);(3, 0);(3, 1);(3, 0);(4, 0);(5, 0);(5, 0);(4, 0);(4, 0);(4, 1);(4, 0);(4, 0);(5, 0);(4, 0);(4, 1)","(4, 2)",0.5761543988830038,False
111,0,20,"(4, 2)","(0, 1);(0, 0);(1, 0);(0, 0);(1, 0);(2, 0);(1, 0);(2, 0);(3, 0);(3, 0);(3, 0);(3, 1);(3, 2);(4, 2);(4, 1);(5, 1);(5, 1);(5, 1);(4, 1);(4, 2)","(4, 3)",0.5732736268885887,False
112,0,20,"(3, 1)","(1, 0);(2, 0);(1, 0);(2, 0);(1, 0);(0, 0);(1, 0);(2, 0);(2, 0);(3, 0);(2, 0);(3, 0);(4, 0);(4, 0);(4, 1);(3, 1);(4, 1);(4, 0);(4, 1);(3, 1)","(4, 1)",0.5704072587541458,False
113,-1,20,"(5, 0)","(1, 0);(1, 0);(1, 0);(0, 0);(0, 0);(0, 0);(0, 0);(1, 0);(1, 1);(1, 0);(2, 0);(1, 0);(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 0);(5, 0)","(5, 0)",0.567555222460375,False
114,4,18,"(5, 5)","(1, 0);(1, 1);(2, 1);(2, 0);(3, 0);(4, 0);(5, 0);(5, 0);(5, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.5647174463480732,True
115,5,15,"(5, 5)","(0, 0);(0, 0);(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(4, 2);(4, 3);(4, 4);(4, 5);(4, 5);(4, 5);(5, 5)","(5, 5)",0.5618938591163328,True
116,-3,20,"(4, 3)","(0, 0);(0, 1);(0, 1);(0, 1);(1, 1);(2, 1);(1, 1);(2, 1);(1, 1);(2, 1);(3, 1);(4, 1);(4, 0);(5, 0);(4, 0);(4, 1);(4, 2);(3, 2);(3, 3);(4, 3)","(4, 4)",0.5590843898207511,False
117,0,20,"(4, 1)","(0, 0);(0, 0);(0, 0);(0, 0);(1, 0);(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 1);(5, 1);(5, 1);(5, 1);(4, 1)","(4, 2)",0.5562889678716474,False
118,-1,20,"(4, 0)","(0, 0);(0, 0);(0, 0);(0, 0);(0, 0);(0, 0);(1, 0);(0, 0);(1, 0);(2, 0);(2, 1);(1, 1);(2, 1);(3, 1);(2, 1);(2, 0);(3, 0);(4, 0);(5, 0);(4, 0)","(4, 0)",0.5535075230322891,False
119,4,20,"(5, 5)","(1, 0);(1, 1);(2, 1);(2, 0);(2, 0);(1, 0);(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(5, 1);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 3);(5, 4);(5, 5)","(5, 5)",0.5507399854171277,True
120,-2,20,"(4, 1)","(0, 1);(1, 1);(2, 1);(2, 0);(2, 1);(2, 0);(1, 0);(1, 0);(0, 0);(1, 0);(1, 0);(1, 1);(2, 1);(2, 0);(3, 0);(3, 0);(3, 1);(3, 2);(4, 2);(4, 1)","(5, 1)",0.547986285490042,False
121,0,20,"(1, 0)","(0, 1);(0, 0);(0, 0);(0, 1);(0, 0);(0, 1);(0, 0);(1, 0);(0, 0);(0, 0);(1, 0);(2, 0);(3, 0);(2, 0);(1, 0);(0, 0);(0, 0);(0, 0);(0, 0);(1, 0)","(2, 0)",0.5452463540625918,False
122,5,13,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(2, 3);(2, 4);(3, 4);(4, 4);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.5425201222922789,True
123,5,19,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(3, 1);(2, 1);(2, 0);(3, 0);(3, 1);(4, 1);(4, 0);(4, 1);(4, 2);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 5)",0.5398075216808175,True
124,4,18,"(5, 5)","(0, 0);(1, 0);(1, 0);(1, 0);(1, 1);(2, 1);(3, 1);(3, 2);(2, 2);(2, 3);(1, 3);(2, 3);(2, 4);(3, 4);(3, 5);(4, 5);(5, 5)","(5, 5)",0.5371084840724134,True
125,0,20,"(4, 3)","(0, 1);(0, 1);(0, 2);(0, 1);(0, 0);(1, 0);(1, 0);(2, 0);(3, 0);(2, 0);(3, 0);(3, 0);(3, 1);(3, 2);(4, 2);(4, 3);(3, 3);(2, 3);(3, 3);(4, 3)","(4, 2)",0.5344229416520513,False
126,5,20,"(5, 5)","(0, 0);(1, 0);(2, 0);(2, 0);(3, 0);(3, 0);(2, 0);(2, 0);(2, 1);(3, 1);(3, 2);(4, 2);(4, 3);(4, 2);(4, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.531750826943791,True
127,5,17,"(5, 5)","(1, 0);(1, 0);(1, 0);(2, 0);(3, 0);(4, 0);(3, 0);(4, 0);(4, 1);(4, 2);(4, 3);(5, 3);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.5290920728090721,True
128,0,20,"(5, 3)","(0, 0);(1, 0);(2, 0);(1, 0);(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 0);(5, 0);(5, 1);(5, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 3);(5, 3);(5, 3)","(4, 3)",0.5264466124450268,False
129,4,18,"(5, 5)","(1, 0);(0, 0);(1, 0);(0, 0);(1, 0);(2, 0);(1, 0);(1, 1);(2, 1);(3, 1);(3, 2);(3, 3);(3, 4);(4, 4);(4, 5);(4, 5);(5, 5)","(5, 5)",0.5238143793828016,True
130,0,20,"(5, 2)","(1, 0);(2, 0);(3, 0);(4, 0);(3, 0);(3, 0);(4, 0);(4, 0);(3, 0);(2, 0);(2, 1);(2, 0);(3, 0);(4, 0);(4, 0);(5, 0);(5, 1);(5, 1);(5, 1);(5, 2)","(5, 3)",0.5211953074858876,False
131,5,17,"(5, 5)","(0, 0);(1, 0);(2, 0);(3, 0);(3, 1);(3, 0);(4, 0);(5, 0);(5, 0);(4, 0);(4, 1);(4, 2);(4, 3);(5, 3);(5, 4);(5, 5)","(5, 5)",0.5185893309484582,True
132,0,20,"(4, 5)","(1, 0);(0, 0);(1, 0);(2, 0);(3, 0);(3, 0);(4, 0);(4, 1);(5, 1);(5, 2);(5, 3);(5, 2);(5, 3);(4, 3);(4, 2);(4, 3);(4, 4);(4, 5);(4, 4);(4, 5)","(5, 5)",0.5159963842937159,False
133,0,20,"(4, 4)","(0, 0);(0, 0);(0, 0);(0, 1);(0, 1);(0, 0);(1, 0);(2, 0);(2, 1);(2, 2);(3, 2);(4, 2);(3, 2);(4, 2);(4, 3);(4, 2);(3, 2);(4, 2);(4, 3);(4, 4)","(4, 5)",0.5134164023722473,False
134,-3,20,"(5, 4)","(1, 0);(0, 0);(0, 1);(0, 1);(0, 0);(0, 0);(1, 0);(1, 0);(1, 1);(1, 2);(1, 1);(2, 1);(1, 1);(1, 2);(2, 2);(3, 2);(3, 3);(3, 4);(4, 4);(5, 4)","(5, 5)",0.510849320360386,False
135,0,20,"(4, 5)","(1, 0);(1, 0);(2, 0);(2, 0);(2, 0);(2, 0);(2, 0);(2, 0);(3, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(4, 2);(4, 3);(4, 4);(3, 4);(3, 5);(4, 5)","(3, 5)",0.5082950737585841,False
136,5,16,"(5, 5)","(1, 0);(1, 0);(1, 0);(1, 0);(2, 0);(3, 0);(4, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.5057535983897912,True
137,0,20,"(2, 3)","(1, 0);(2, 0);(3, 0);(2, 0);(3, 0);(3, 0);(3, 1);(3, 2);(3, 3);(2, 3);(2, 4);(1, 4);(2, 4);(2, 3);(2, 2);(1, 2);(2, 2);(3, 2);(3, 3);(2, 3)","(2, 2)",0.5032248303978422,False
138,5,17,"(5, 5)","(0, 0);(0, 0);(1, 0);(2, 0);(3, 0);(3, 0);(4, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(4, 3);(5, 3);(5, 4);(5, 5)","(5, 5)",0.500708706245853,True
139,5,16,"(5, 5)","(0, 1);(0, 2);(0, 2);(0, 2);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(3, 4);(3, 5);(2, 5);(3, 5);(4, 5);(5, 5)","(5, 5)",0.4982051627146237,True
140,5,20,"(5, 5)","(0, 0);(1, 0);(1, 0);(2, 0);(3, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(4, 3);(4, 4);(5, 4);(4, 4);(5, 4);(5, 4);(5, 3);(5, 4);(5, 5)","(5, 5)",0.49571413690105054,True
141,5,14,"(5, 5)","(1, 0);(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(5, 1);(5, 2);(5, 3);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.4932355662165453,True
142,0,20,"(0, 5)","(0, 0);(0, 0);(0, 0);(1, 0);(2, 0);(2, 1);(2, 0);(3, 0);(3, 1);(2, 1);(3, 1);(3, 2);(3, 3);(3, 4);(2, 4);(1, 4);(1, 5);(0, 5);(1, 5);(0, 5)","(0, 5)",0.4907693883854626,False
143,4,17,"(5, 5)","(0, 0);(0, 1);(0, 1);(0, 2);(1, 2);(1, 1);(2, 1);(3, 1);(3, 2);(2, 2);(3, 2);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(4, 5)",0.4883155414435353,True
144,0,20,"(5, 4)","(1, 0);(0, 0);(1, 0);(2, 0);(3, 0);(2, 0);(2, 0);(3, 0);(3, 1);(3, 2);(2, 2);(3, 2);(2, 2);(3, 2);(3, 3);(3, 2);(3, 3);(3, 4);(4, 4);(5, 4)","(5, 5)",0.4858739637363176,False
145,0,20,"(3, 3)","(0, 1);(0, 1);(0, 1);(0, 1);(0, 0);(1, 0);(1, 0);(0, 0);(0, 0);(0, 0);(1, 0);(2, 0);(3, 0);(3, 1);(3, 0);(3, 1);(4, 1);(4, 2);(4, 3);(3, 3)","(3, 4)",0.483444593917636,False
146,5,13,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(3, 3);(3, 4);(4, 4);(5, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.4810273709480478,True
147,5,16,"(5, 5)","(0, 0);(1, 0);(2, 0);(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(4, 2);(4, 1);(4, 2);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.47862223409330756,True
148,5,16,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 0);(3, 1);(2, 1);(2, 2);(3, 2);(3, 3);(3, 4);(4, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.47622912292284103,True
149,0,20,"(2, 4)","(0, 0);(0, 0);(0, 0);(0, 1);(0, 2);(0, 1);(0, 2);(1, 2);(2, 2);(3, 2);(3, 3);(3, 4);(3, 5);(3, 5);(4, 5);(3, 5);(2, 5);(3, 5);(3, 4);(2, 4)","(3, 4)",0.4738479773082268,False
150,4,20,"(5, 5)","(0, 0);(0, 0);(0, 0);(0, 0);(0, 1);(0, 0);(1, 0);(1, 1);(2, 1);(3, 1);(3, 2);(2, 2);(1, 2);(2, 2);(3, 2);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.47147873742168567,True
151,5,20,"(5, 5)","(0, 0);(0, 0);(1, 0);(1, 0);(2, 0);(1, 0);(2, 0);(2, 0);(2, 1);(2, 0);(2, 1);(2, 2);(3, 2);(3, 3);(4, 3);(5, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.46912134373457726,True
152,5,15,"(5, 5)","(1, 0);(2, 0);(2, 1);(2, 2);(2, 3);(3, 3);(4, 3);(3, 3);(4, 3);(4, 4);(5, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.46677573701590436,True
153,0,20,"(2, 3)","(0, 1);(0, 0);(0, 1);(0, 0);(0, 1);(0, 0);(0, 1);(0, 2);(0, 3);(0, 3);(0, 4);(0, 3);(0, 4);(1, 4);(1, 3);(2, 3);(1, 3);(2, 3);(2, 2);(2, 3)","(3, 3)",0.46444185833082485,False
154,3,20,"(5, 5)","(0, 1);(0, 1);(1, 1);(0, 1);(0, 2);(0, 2);(1, 2);(2, 2);(3, 2);(2, 2);(1, 2);(1, 1);(2, 1);(3, 1);(3, 2);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.46211964903917074,True
155,5,17,"(5, 5)","(1, 0);(1, 0);(1, 0);(2, 0);(2, 0);(3, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.4598090507939749,True
156,5,17,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(4, 1);(4, 2);(4, 3);(4, 2);(4, 3);(4, 4);(5, 4);(5, 3);(5, 4);(5, 4);(5, 4);(5, 5)","(5, 5)",0.457510005540005,True
157,5,14,"(5, 5)","(1, 0);(1, 0);(2, 0);(2, 1);(2, 0);(3, 0);(4, 0);(4, 1);(4, 2);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 5)",0.45522245551230495,True
158,0,20,"(0, 4)","(1, 0);(2, 0);(3, 0);(3, 0);(2, 0);(1, 0);(2, 0);(2, 0);(2, 1);(3, 1);(4, 1);(3, 1);(4, 1);(4, 2);(3, 2);(2, 2);(1, 2);(0, 2);(0, 3);(0, 4)","(1, 4)",0.4529463432347434,False
159,0,20,"(3, 1)","(1, 0);(0, 0);(0, 0);(0, 0);(0, 0);(0, 0);(0, 0);(0, 0);(1, 0);(2, 0);(2, 1);(3, 1);(2, 1);(3, 1);(2, 1);(2, 0);(3, 0);(2, 0);(2, 1);(3, 1)","(3, 2)",0.4506816115185697,False
160,5,17,"(5, 5)","(1, 0);(2, 0);(2, 1);(3, 1);(3, 0);(3, 1);(3, 2);(4, 2);(4, 3);(5, 3);(5, 2);(5, 3);(5, 4);(5, 3);(5, 4);(5, 5)","(5, 5)",0.4484282034609769,True
161,5,13,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(1, 3);(1, 4);(2, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.446186062443672,True
162,4,17,"(5, 5)","(1, 0);(0, 0);(1, 0);(2, 0);(3, 0);(3, 1);(2, 1);(1, 1);(2, 1);(3, 1);(3, 2);(4, 2);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 5)",0.4439551321314536,True
163,0,20,"(5, 4)","(1, 0);(1, 0);(2, 0);(3, 0);(3, 1);(2, 1);(2, 0);(3, 0);(2, 0);(3, 0);(3, 1);(3, 2);(3, 1);(3, 2);(3, 3);(4, 3);(4, 4);(4, 3);(4, 4);(5, 4)","(5, 5)",0.4417353564707963,False
164,0,20,"(4, 4)","(1, 0);(2, 0);(2, 1);(2, 0);(3, 0);(2, 0);(3, 0);(4, 0);(4, 1);(5, 1);(4, 1);(4, 2);(4, 3);(4, 4);(4, 5);(3, 5);(3, 5);(4, 5);(4, 5);(4, 4)","(4, 5)",0.43952667968844233,False
165,5,17,"(5, 5)","(1, 0);(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(4, 2);(4, 3);(4, 4);(3, 4);(4, 4);(5, 4);(5, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.43732904629000013,True
166,0,20,"(5, 4)","(1, 0);(0, 0);(0, 0);(1, 0);(2, 0);(1, 0);(2, 0);(1, 0);(2, 0);(3, 0);(3, 1);(2, 1);(2, 2);(2, 3);(3, 3);(3, 2);(4, 2);(4, 3);(5, 3);(5, 4)","(5, 5)",0.4351424010585501,False
167,5,13,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(3, 3);(4, 3);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.43296668905325736,True
168,3,20,"(5, 5)","(0, 0);(1, 0);(1, 1);(2, 1);(1, 1);(2, 1);(3, 1);(4, 1);(4, 0);(4, 0);(4, 1);(4, 2);(4, 3);(4, 4);(3, 4);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.43080185560799106,True
169,0,20,"(1, 4)","(0, 0);(0, 0);(0, 0);(0, 0);(0, 0);(0, 1);(0, 2);(1, 2);(0, 2);(1, 2);(0, 2);(0, 3);(0, 2);(0, 1);(0, 2);(0, 3);(0, 4);(1, 4);(0, 4);(1, 4)","(1, 3)",0.4286478463299511,False
170,5,20,"(5, 5)","(0, 0);(0, 0);(1, 0);(2, 0);(2, 1);(3, 1);(3, 2);(2, 2);(3, 2);(3, 3);(3, 4);(4, 4);(4, 5);(4, 4);(4, 5);(4, 5);(3, 5);(3, 5);(4, 5);(5, 5)","(5, 5)",0.42650460709830135,True
171,-2,20,"(4, 5)","(1, 0);(1, 1);(2, 1);(1, 1);(1, 2);(2, 2);(3, 2);(3, 3);(4, 3);(4, 2);(4, 3);(4, 4);(4, 5);(3, 5);(3, 4);(4, 4);(4, 5);(4, 4);(4, 5);(4, 5)","(4, 5)",0.42437208406280985,False
172,0,20,"(4, 4)","(0, 1);(0, 2);(0, 3);(0, 4);(0, 5);(0, 5);(0, 5);(0, 4);(1, 4);(2, 4);(2, 5);(3, 5);(4, 5);(4, 4);(5, 4);(4, 4);(4, 3);(4, 4);(3, 4);(4, 4)","(4, 3)",0.4222502236424958,False
173,5,20,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 3);(1, 3);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(4, 3);(4, 4);(4, 3);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 4)",0.42013897252428334,True
174,5,15,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(4, 1);(4, 2);(4, 3);(4, 4);(5, 4);(5, 3);(5, 3);(5, 4);(5, 4);(5, 5)","(5, 5)",0.4180382776616619,True
175,5,19,"(5, 5)","(1, 0);(0, 0);(0, 1);(0, 0);(1, 0);(2, 0);(3, 0);(3, 1);(2, 1);(3, 1);(3, 2);(4, 2);(4, 3);(4, 4);(4, 5);(3, 5);(4, 5);(5, 5)","(5, 5)",0.4159480862733536,True
176,5,12,"(5, 5)","(0, 0);(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.41386834584198684,True
177,5,17,"(5, 5)","(1, 0);(2, 0);(2, 1);(3, 1);(3, 2);(3, 1);(3, 2);(3, 3);(2, 3);(3, 3);(2, 3);(3, 3);(4, 3);(5, 3);(5, 4);(5, 5)","(5, 5)",0.4117990041127769,True
178,0,20,"(4, 3)","(1, 0);(2, 0);(1, 0);(0, 0);(1, 0);(2, 0);(2, 0);(3, 0);(3, 0);(3, 0);(3, 1);(3, 2);(3, 3);(4, 3);(4, 2);(4, 3);(4, 2);(5, 2);(5, 3);(4, 3)","(4, 4)",0.40974000909221303,False
179,5,13,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(4, 2);(4, 1);(4, 2);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 5)",0.40769130904675194,True
180,4,18,"(5, 5)","(1, 0);(1, 1);(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(3, 3);(2, 3);(3, 3);(3, 2);(4, 2);(4, 3);(4, 4);(4, 5);(4, 5);(5, 5)","(5, 5)",0.40565285250151817,True
181,5,18,"(5, 5)","(1, 0);(0, 0);(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(3, 3);(4, 3);(5, 3);(5, 2);(4, 2);(4, 3);(4, 4);(5, 4);(5, 4);(5, 5)","(5, 5)",0.4036245882390106,True
182,4,17,"(5, 5)","(1, 0);(1, 1);(1, 2);(1, 3);(0, 3);(0, 2);(1, 2);(0, 2);(1, 2);(2, 2);(3, 2);(4, 2);(4, 3);(5, 3);(5, 4);(5, 5)","(5, 5)",0.4016064652978155,True
183,5,17,"(5, 5)","(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(4, 2);(4, 3);(4, 4);(4, 3);(4, 4);(3, 4);(4, 4);(4, 5);(4, 5);(5, 5)","(5, 5)",0.3995984329713264,True
184,4,13,"(5, 5)","(0, 1);(0, 2);(0, 1);(1, 1);(2, 1);(3, 1);(3, 2);(3, 3);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 5)",0.3976004408064698,True
185,5,19,"(5, 5)","(1, 0);(0, 0);(0, 1);(0, 2);(1, 2);(2, 2);(1, 2);(1, 3);(2, 3);(3, 3);(3, 4);(2, 4);(3, 4);(4, 4);(5, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.39561243860243744,True
186,5,14,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(2, 2);(3, 2);(4, 2);(4, 3);(4, 4);(5, 4);(5, 4);(5, 5)","(5, 5)",0.3936343764094253,True
187,5,14,"(5, 5)","(1, 0);(2, 0);(2, 0);(3, 0);(3, 1);(3, 2);(2, 2);(2, 3);(2, 4);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 4)",0.39166620452737816,True
188,5,13,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(3, 3);(4, 3);(4, 4);(5, 4);(5, 4);(5, 4);(5, 5)","(5, 5)",0.3897078735047413,True
189,5,13,"(5, 5)","(1, 0);(2, 0);(2, 1);(3, 1);(3, 2);(3, 3);(4, 3);(3, 3);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 5)",0.3877593341372176,True
190,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(4, 1);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.3858205374665315,True
