Episode,Total Reward,Steps Taken,state,Path,Final_position,Epsilon,Done
191,0,20,"(5, 4)","(0, 0);(0, 0);(1, 0);(2, 0);(2, 0);(3, 0);(3, 1);(3, 2);(3, 3);(3, 2);(3, 1);(3, 2);(3, 3);(4, 3);(4, 4);(4, 3);(4, 4);(5, 4);(4, 4);(5, 4)","(5, 5)",0.38389143477919885,False
192,5,15,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(4, 1);(4, 2);(4, 3);(4, 2);(3, 2);(3, 3);(4, 3);(5, 3);(5, 4);(5, 5)","(5, 4)",0.3819719776053028,True
193,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(4, 1);(4, 2);(4, 3);(5, 3);(5, 4);(5, 5)","(5, 5)",0.3800621177172763,True
194,4,15,"(5, 5)","(1, 0);(2, 0);(1, 0);(1, 1);(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(4, 2);(4, 3);(4, 4);(4, 5);(5, 5)","(4, 5)",0.37816180712868996,True
195,0,20,"(5, 2)","(0, 0);(1, 0);(2, 0);(3, 0);(2, 0);(3, 0);(3, 1);(3, 2);(4, 2);(4, 1);(4, 0);(5, 0);(5, 1);(5, 1);(5, 1);(5, 1);(5, 1);(5, 2);(5, 1);(5, 2)","(5, 3)",0.37627099809304654,False
196,5,19,"(5, 5)","(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(3, 4);(4, 4);(5, 4);(4, 4);(4, 5);(3, 5);(4, 5);(3, 5);(4, 5);(5, 5)","(5, 5)",0.3743896431025813,True
197,5,13,"(5, 5)","(1, 0);(2, 0);(2, 1);(3, 1);(4, 1);(5, 1);(5, 2);(5, 3);(4, 3);(5, 3);(5, 4);(5, 5)","(5, 5)",0.37251769488706843,True
198,4,15,"(5, 5)","(1, 0);(1, 1);(0, 1);(0, 2);(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(2, 4);(2, 5);(3, 5);(4, 5);(5, 5)","(4, 5)",0.3706551064126331,True
199,5,13,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(4, 1);(4, 2);(4, 3);(4, 2);(4, 3);(5, 3);(5, 4);(5, 5)","(5, 5)",0.36880183088056995,True
200,5,13,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(4, 1);(4, 2);(4, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.3669578217261671,True
201,-1,20,"(5, 4)","(1, 0);(1, 1);(1, 0);(2, 0);(3, 0);(3, 1);(4, 1);(4, 2);(4, 3);(4, 4);(3, 4);(3, 5);(4, 5);(4, 5);(3, 5);(3, 4);(3, 3);(3, 4);(4, 4);(5, 4)","(5, 5)",0.36512303261753626,False
202,5,13,"(5, 5)","(0, 1);(0, 2);(1, 2);(1, 3);(1, 4);(1, 3);(1, 4);(2, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.3632974174544486,True
203,5,19,"(5, 5)","(1, 0);(0, 0);(0, 1);(0, 2);(1, 2);(2, 2);(3, 2);(2, 2);(2, 3);(3, 3);(3, 2);(2, 2);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.3614809303671764,True
204,5,11,"(5, 5)","(1, 0);(2, 0);(2, 1);(3, 1);(3, 2);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.3596735257153405,True
205,0,20,"(4, 5)","(0, 0);(1, 0);(2, 0);(1, 0);(0, 0);(1, 0);(2, 0);(2, 0);(2, 1);(3, 1);(3, 2);(3, 1);(4, 1);(4, 2);(4, 3);(4, 4);(4, 5);(4, 4);(4, 5);(4, 5)","(5, 5)",0.3578751580867638,False
206,4,16,"(5, 5)","(1, 0);(1, 1);(1, 2);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(4, 3);(4, 4);(4, 5);(4, 5);(5, 5)","(5, 5)",0.35608578229633,True
207,5,12,"(5, 5)","(1, 0);(2, 0);(2, 0);(3, 0);(3, 1);(3, 2);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.3543053533848483,True
208,5,14,"(5, 5)","(0, 0);(1, 0);(2, 0);(3, 0);(2, 0);(2, 1);(3, 1);(3, 2);(4, 2);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 5)",0.35253382661792404,True
209,5,13,"(5, 5)","(1, 0);(2, 0);(2, 1);(2, 2);(3, 2);(3, 1);(3, 2);(4, 2);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 5)",0.3507711574848344,True
210,5,15,"(5, 5)","(1, 0);(2, 0);(1, 0);(2, 0);(2, 1);(2, 2);(2, 3);(3, 3);(2, 3);(3, 3);(4, 3);(5, 3);(5, 4);(5, 5)","(5, 5)",0.34901730169741024,True
211,5,16,"(5, 5)","(1, 0);(0, 0);(1, 0);(2, 0);(3, 0);(3, 0);(3, 1);(3, 0);(3, 1);(4, 1);(4, 2);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 4)",0.3472722151889232,True
212,5,11,"(5, 5)","(1, 0);(2, 0);(2, 1);(2, 2);(2, 3);(2, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.3455358541129786,True
213,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(3, 2);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.3438081748424137,True
214,5,15,"(5, 5)","(0, 1);(0, 2);(1, 2);(0, 2);(0, 3);(1, 3);(2, 3);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 4)",0.3420891339682016,True
215,0,20,"(4, 4)","(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(4, 2);(3, 2);(4, 2);(4, 3);(4, 2);(4, 1);(4, 2);(4, 3);(3, 3);(2, 3);(2, 2);(2, 3);(3, 3);(4, 3);(4, 4)","(5, 4)",0.3403786882983606,False
216,0,20,"(4, 4)","(1, 0);(2, 0);(3, 0);(3, 1);(4, 1);(4, 2);(4, 3);(4, 4);(3, 4);(4, 4);(4, 3);(4, 4);(3, 4);(4, 4);(4, 3);(4, 4);(3, 4);(2, 4);(3, 4);(4, 4)","(5, 4)",0.3386767948568688,False
217,4,16,"(5, 5)","(1, 0);(1, 0);(1, 1);(1, 2);(1, 3);(2, 3);(2, 2);(2, 3);(2, 2);(3, 2);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.33698341088258443,True
218,5,13,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(4, 1);(4, 2);(4, 1);(4, 2);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 5)",0.3352984938281715,True
219,5,15,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(2, 1);(3, 1);(3, 2);(3, 1);(3, 2);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.33362200135903064,True
220,5,20,"(5, 5)","(1, 0);(0, 0);(0, 0);(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(3, 1);(3, 2);(3, 1);(3, 2);(4, 2);(4, 3);(4, 4);(5, 4);(5, 3);(5, 4);(5, 5)","(5, 5)",0.33195389135223546,True
221,5,12,"(5, 5)","(1, 0);(2, 0);(2, 0);(3, 0);(3, 1);(4, 1);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.3302941218954743,True
222,0,20,"(4, 4)","(0, 0);(1, 0);(0, 0);(0, 1);(0, 0);(0, 0);(0, 1);(0, 2);(1, 2);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 3);(5, 4);(4, 4)","(4, 5)",0.32864265128599696,False
223,5,13,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 4)",0.326999438029567,True
224,5,13,"(5, 5)","(0, 1);(0, 0);(0, 1);(0, 2);(0, 3);(0, 4);(1, 4);(2, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.3253644408394192,True
225,5,15,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(3, 3);(4, 3);(4, 2);(5, 2);(5, 3);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.3237376186352221,True
226,5,12,"(5, 5)","(0, 1);(0, 2);(0, 2);(1, 2);(1, 3);(2, 3);(2, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.322118930542046,True
227,4,14,"(5, 5)","(0, 1);(1, 1);(1, 2);(1, 3);(1, 4);(1, 5);(2, 5);(3, 5);(4, 5);(4, 5);(3, 5);(4, 5);(5, 5)","(5, 5)",0.32050833588933575,True
228,5,13,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(1, 2);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.31890579420988907,True
229,5,17,"(5, 5)","(0, 1);(0, 2);(1, 2);(1, 3);(1, 2);(2, 2);(2, 3);(3, 3);(3, 4);(2, 4);(3, 4);(3, 5);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.3173112652388396,True
230,5,18,"(5, 5)","(0, 0);(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(4, 3);(4, 2);(4, 3);(4, 2);(4, 3);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.3157247089126454,True
231,0,20,"(5, 4)","(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(3, 1);(4, 1);(4, 2);(4, 3);(4, 4);(5, 4);(5, 4);(4, 4);(5, 4);(4, 4);(5, 4);(4, 4);(5, 4);(5, 3);(5, 4)","(5, 5)",0.3141460853680822,False
232,4,19,"(5, 5)","(0, 1);(1, 1);(0, 1);(0, 2);(0, 1);(0, 2);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 4);(5, 3);(5, 4);(5, 5)","(5, 5)",0.3125753549412418,True
233,5,11,"(5, 5)","(1, 0);(2, 0);(2, 1);(2, 2);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.31101247816653554,True
234,5,15,"(5, 5)","(1, 0);(2, 0);(2, 0);(3, 0);(4, 0);(4, 0);(4, 1);(4, 2);(4, 3);(5, 3);(5, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.30945741577570285,True
235,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 4);(1, 4);(2, 4);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.3079101286968243,True
236,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(4, 1);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.3063705780533402,True
237,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.30483872516307353,True
238,5,15,"(5, 5)","(0, 0);(0, 1);(0, 2);(1, 2);(1, 3);(1, 2);(1, 3);(2, 3);(2, 4);(2, 5);(3, 5);(4, 5);(4, 5);(5, 5)","(5, 5)",0.3033145315372582,True
239,5,13,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 4);(0, 5);(1, 5);(0, 5);(1, 5);(2, 5);(3, 5);(4, 5);(5, 5)","(5, 5)",0.3017979588795719,True
240,5,13,"(5, 5)","(0, 1);(0, 1);(0, 2);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.30028896908517405,True
241,5,18,"(5, 5)","(0, 0);(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(2, 3);(3, 3);(2, 3);(3, 3);(3, 4);(4, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.2987875242397482,True
242,4,11,"(5, 5)","(0, 1);(1, 1);(1, 2);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.29729358661854943,True
243,5,14,"(5, 5)","(0, 1);(0, 2);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.29580711868545667,True
244,5,17,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(2, 3);(3, 3);(3, 4);(2, 4);(2, 3);(2, 2);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.2943280830920294,True
245,5,16,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(2, 3);(3, 3);(4, 3);(3, 3);(4, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 4);(5, 5)","(5, 5)",0.29285644267656924,True
246,5,18,"(5, 5)","(0, 0);(0, 1);(0, 2);(1, 2);(1, 3);(1, 2);(1, 3);(2, 3);(3, 3);(2, 3);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.2913921604631864,True
247,5,17,"(5, 5)","(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(1, 3);(2, 3);(1, 3);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.28993519966087045,True
248,5,12,"(5, 5)","(0, 1);(0, 2);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.2884855236625661,True
249,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(1, 4);(2, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.28704309604425327,True
250,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.285607880564032,True
251,5,13,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(3, 0);(3, 1);(3, 2);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.28417984116121187,True
252,4,17,"(5, 5)","(0, 1);(1, 1);(1, 2);(2, 2);(2, 3);(3, 3);(3, 2);(3, 3);(3, 2);(3, 3);(3, 4);(4, 4);(5, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.2827589419554058,True
253,5,14,"(5, 5)","(1, 0);(2, 0);(3, 0);(2, 0);(3, 0);(3, 1);(3, 2);(3, 3);(3, 4);(4, 4);(5, 4);(5, 4);(5, 5)","(5, 5)",0.28134514724562876,True
254,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(4, 2);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.2799384215094006,True
255,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(1, 3);(1, 4);(2, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.27853872940185365,True
256,4,15,"(5, 5)","(0, 1);(1, 1);(1, 2);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.27714603575484437,True
257,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(4, 2);(4, 3);(5, 3);(5, 4);(5, 5)","(5, 5)",0.2757603055760701,True
258,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.2743815040481898,True
259,5,14,"(5, 5)","(0, 0);(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(3, 4);(2, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.2730095965279488,True
260,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.27164454854530906,True
261,4,19,"(5, 5)","(1, 0);(1, 1);(1, 2);(1, 3);(0, 3);(1, 3);(2, 3);(1, 3);(2, 3);(3, 3);(3, 4);(2, 4);(3, 4);(4, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.2702863258025825,True
262,5,13,"(5, 5)","(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(3, 4);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.2689348941735696,True
263,3,15,"(5, 5)","(0, 1);(0, 0);(0, 1);(1, 1);(1, 2);(1, 1);(1, 2);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.26759021970270175,True
264,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.2662522686041882,True
265,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.2649210072611673,True
266,5,16,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(2, 3);(3, 3);(3, 2);(3, 1);(3, 2);(3, 3);(4, 3);(4, 4);(5, 4);(5, 4);(5, 5)","(4, 5)",0.26359640222486147,True
267,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.26227842021373715,True
268,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.2609670281126685,True
269,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.25966219297210513,True
270,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 4);(1, 4);(2, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.2583638820072446,True
271,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.2570720625972084,True
272,5,13,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 4);(0, 3);(0, 4);(1, 4);(2, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.25578670228422234,True
273,5,13,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(2, 2);(2, 3);(2, 4);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.25450776877280124,True
274,5,13,"(5, 5)","(0, 1);(0, 2);(1, 2);(0, 2);(1, 2);(2, 2);(3, 2);(4, 2);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 5)",0.2532352299289372,True
275,5,15,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(3, 2);(4, 2);(4, 3);(4, 4);(4, 3);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.2519690537792925,True
276,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(2, 4);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.2507092085103961,True
277,5,15,"(5, 5)","(0, 1);(0, 2);(1, 2);(0, 2);(1, 2);(2, 2);(2, 3);(3, 3);(4, 3);(4, 4);(3, 4);(3, 5);(4, 5);(5, 5)","(5, 5)",0.2494556624678441,True
278,5,19,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(3, 2);(4, 2);(3, 2);(4, 2);(4, 3);(3, 3);(3, 2);(4, 2);(4, 3);(4, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.24820838415550486,True
279,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.24696734223472733,True
280,-1,20,"(4, 4)","(0, 1);(0, 0);(0, 1);(0, 2);(1, 2);(1, 1);(1, 2);(1, 3);(2, 3);(3, 3);(2, 3);(1, 3);(2, 3);(3, 3);(3, 2);(3, 1);(4, 1);(4, 2);(4, 3);(4, 4)","(5, 4)",0.2457325055235537,False
281,5,19,"(5, 5)","(0, 0);(0, 1);(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(2, 2);(2, 3);(1, 3);(2, 3);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.24450384299593592,True
282,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.24328132378095624,True
283,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(3, 3);(3, 4);(3, 5);(4, 5);(5, 5)","(5, 5)",0.24206491716205145,True
284,5,19,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(1, 2);(2, 2);(3, 2);(4, 2);(3, 2);(3, 1);(4, 1);(5, 1);(5, 2);(5, 3);(5, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.2408545925762412,True
285,5,15,"(5, 5)","(0, 0);(0, 0);(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 2);(4, 2);(4, 3);(5, 3);(5, 4);(5, 5)","(4, 5)",0.23965031961336,True
286,5,14,"(5, 5)","(0, 1);(0, 1);(0, 1);(0, 2);(0, 3);(0, 3);(0, 4);(1, 4);(2, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.2384520680152932,True
287,5,14,"(5, 5)","(0, 1);(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(3, 2);(4, 2);(4, 3);(5, 3);(5, 4);(5, 5)","(5, 5)",0.23725980767521673,True
288,5,14,"(5, 5)","(0, 0);(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(2, 3);(3, 3);(4, 3);(5, 3);(5, 4);(5, 5)","(5, 5)",0.23607350863684065,True
289,0,20,"(5, 4)","(0, 0);(0, 1);(0, 2);(1, 2);(0, 2);(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(2, 2);(1, 2);(2, 2);(2, 3);(1, 3);(2, 3);(3, 3);(4, 3);(5, 3);(5, 4)","(5, 5)",0.23489314109365644,False
290,5,14,"(5, 5)","(0, 0);(0, 1);(0, 2);(1, 2);(1, 3);(1, 2);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.23371867538818816,True
291,4,13,"(5, 5)","(1, 0);(1, 1);(1, 2);(1, 3);(1, 2);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.23255008201124722,True
292,5,12,"(5, 5)","(0, 1);(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 5)",0.231387331601191,True
293,5,17,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(1, 2);(2, 2);(3, 2);(4, 2);(3, 2);(3, 1);(4, 1);(4, 2);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 5)",0.23023039494318503,True
294,5,15,"(5, 5)","(0, 1);(0, 1);(0, 2);(0, 2);(0, 3);(0, 4);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.2290792429684691,True
295,4,12,"(5, 5)","(0, 0);(0, 1);(1, 1);(2, 1);(3, 1);(4, 1);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.22793384675362674,True
296,5,13,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.22679417751985861,True
297,5,16,"(5, 5)","(0, 0);(0, 1);(0, 2);(1, 2);(2, 2);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.22566020663225933,True
298,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 4)",0.22453190559909803,True
299,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(3, 2);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.22340924607110255,True
300,4,13,"(5, 5)","(0, 1);(0, 2);(1, 2);(1, 1);(2, 1);(3, 1);(4, 1);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.22229219984074702,True
301,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(2, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.2211807388415433,True
302,5,20,"(5, 5)","(0, 1);(0, 0);(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(5, 1);(5, 2);(5, 3);(5, 2);(5, 3);(5, 2);(5, 3);(5, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.22007483514733558,True
303,5,13,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(2, 1);(3, 1);(4, 1);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.2189744609715989,True
304,5,13,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(2, 3);(3, 3);(2, 3);(2, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.2178795886667409,True
305,5,17,"(5, 5)","(0, 1);(0, 2);(0, 1);(0, 2);(0, 1);(0, 2);(1, 2);(2, 2);(3, 2);(4, 2);(5, 2);(5, 3);(5, 4);(5, 3);(5, 4);(5, 5)","(5, 5)",0.2167901907234072,True
306,5,14,"(5, 5)","(0, 0);(0, 1);(0, 2);(1, 2);(1, 3);(0, 3);(0, 4);(1, 4);(2, 4);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.21570623976979014,True
307,5,12,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.21462770857094118,True
308,5,15,"(5, 5)","(0, 1);(0, 0);(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 2);(5, 3);(5, 4);(5, 5)","(4, 5)",0.21355457002808648,True
309,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.21248679717794605,True
310,5,15,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(3, 2);(4, 2);(5, 2);(5, 3);(5, 2);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.21142436319205632,True
311,5,14,"(5, 5)","(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(4, 3);(5, 3);(5, 4);(5, 5)","(4, 5)",0.21036724137609603,True
312,5,14,"(5, 5)","(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.20931540516921554,True
313,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(2, 4);(3, 4);(3, 5);(4, 5);(5, 5)","(5, 5)",0.20826882814336947,True
